C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_03_19_27_22_716.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_03_19_27_22_716.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_03_19_27_22_716.jpg,0,0.4,0,30.03838
C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_03_19_27_22_839.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_03_19_27_22_839.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_03_19_27_22_839.jpg,0,0.4,0,30.03838
C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_03_19_27_22_965.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_03_19_27_22_965.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_03_19_27_22_965.jpg,0,0.4,0,30.03838
C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_03_19_27_23_091.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_03_19_27_23_091.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_03_19_27_23_091.jpg,0,0.4,0,30.03838
C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_03_19_27_23_216.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_03_19_27_23_216.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_03_19_27_23_216.jpg,0,0.4,0,30.03838
C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_03_19_27_23_339.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_03_19_27_23_339.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_03_19_27_23_339.jpg,0,0.4,0,30.03835
C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_03_19_27_23_461.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_03_19_27_23_461.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_03_19_27_23_461.jpg,0,0.4,0,30.03837
C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_03_19_27_23_582.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_03_19_27_23_582.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_03_19_27_23_582.jpg,0,0.4,0,30.03834
C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_03_19_27_23_708.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_03_19_27_23_708.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_03_19_27_23_708.jpg,0,0.4,0,30.03842
C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_03_19_27_23_834.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_03_19_27_23_834.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_03_19_27_23_834.jpg,0,0.4,0,30.03837
C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_03_19_27_23_959.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_03_19_27_23_959.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_03_19_27_23_959.jpg,0,0.4,0,30.03838
C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_03_19_27_24_083.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_03_19_27_24_083.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_03_19_27_24_083.jpg,0,0.4,0,30.03836
C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_03_19_27_24_206.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_03_19_27_24_206.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_03_19_27_24_206.jpg,0,0.4,0,30.03838
C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_03_19_27_24_329.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_03_19_27_24_329.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_03_19_27_24_329.jpg,0,0.4,0,30.03838
C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_03_19_27_24_451.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_03_19_27_24_451.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_03_19_27_24_451.jpg,-0.01176471,0.4,0,30.03835
C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_03_19_27_24_578.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_03_19_27_24_578.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_03_19_27_24_578.jpg,-0.04117647,0.4,0,30.03807
C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_03_19_27_24_702.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_03_19_27_24_702.jpg,C:\Users\Justin\projects\carnd\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_03_19_27_24_702.jpg,-0.08235294,0.4,0,30.03758
